# Next line contains the total soma count (includes inactive):
24876
# Next line contains the total number of reported cells (selected_in_node + parents + children). 11 + 0 + 0 = 11.
11
# Next line contains the soma ids reported:
0 1 2 3 4 5 6 7 8 9 10 
# Next line contains the number of cycles:
1000
#Cycle [SomaId(0)_V SomaId(0)_F]...[SomaId(N)_V SomaId(N)_F] 
# Where F is bit flags: 0 = FIRED_STATE_NOTHING; 1 = FIRED_STATE_REGULAR; 2 = FIRED_STATE_FORCED; 4 = FIRED_STATE_BINARY; 8 = FIRED_STATE_SUPPRESSED.
#Cycle 0_V 0_F 1_V 1_F 2_V 2_F 3_V 3_F 4_V 4_F 5_V 5_F 6_V 6_F 7_V 7_F 8_V 8_F 9_V 9_F 10_V 10_F 
276 -75.124001 0 -76.214516 0 -75.202644 0 -77.131065 0 -74.756927 0 -77.084930 0 -74.587151 0 -77.513641 0 -74.797989 0 -75.700706 0 -75.373848 0 
277 -74.881104 0 -75.923271 0 -74.953178 0 -76.805794 0 -74.524353 0 -76.761337 0 -74.368454 0 -77.177383 0 -74.566582 0 -75.433678 0 -75.124176 0 
278 -74.643089 0 -75.641747 0 -74.710571 0 -76.491562 0 -74.298584 0 -76.448723 0 -74.152687 0 -76.850891 0 -74.340523 0 -75.173065 0 -74.877953 0 
279 -74.412270 0 -75.370323 0 -74.476166 0 -76.188446 0 -74.080719 0 -76.147171 0 -73.942757 0 -76.535210 0 -74.121674 0 -74.920753 0 -74.638428 0 
280 -74.189621 0 -75.109016 0 -74.250473 0 -75.896317 0 -73.871162 0 -75.856567 0 -73.739990 0 -76.230583 0 -73.910812 0 -74.677467 0 -74.406967 0 
281 -73.975487 0 -74.857681 0 -74.033607 0 -75.614975 0 -73.670013 0 -75.576714 0 -73.544952 0 -75.936935 0 -73.708206 0 -74.443398 0 -74.184105 0 
282 -73.769928 0 -74.616135 0 -73.825493 0 -75.344185 0 -73.477196 0 -75.307373 0 -73.357803 0 -75.654091 0 -73.513870 0 -74.218529 0 -73.969978 0 
283 -73.572838 0 -74.384148 0 -73.625992 0 -75.083694 0 -73.292557 0 -75.048294 0 -73.178528 0 -75.381828 0 -73.327705 0 -74.002708 0 -73.764526 0 
284 -73.384064 0 -74.161476 0 -73.434906 0 -74.833260 0 -73.115906 0 -74.799240 0 -73.007004 0 -75.119896 0 -73.149551 0 -73.795738 0 -73.567604 0 
285 -73.203407 0 -73.947899 0 -73.252014 0 -74.592628 0 -72.947037 0 -74.559952 0 -72.843063 0 -74.868057 0 -72.979202 0 -73.597420 0 -73.379021 0 
286 -73.030647 0 -73.743164 0 -73.077095 0 -74.361557 0 -72.785721 0 -74.330185 0 -72.686493 0 -74.626060 0 -72.816444 0 -73.407509 0 -73.198563 0 
287 -72.865562 0 -73.547035 0 -72.909927 0 -74.139793 0 -72.631729 0 -74.109703 0 -72.537102 0 -74.393654 0 -72.661057 0 -73.225784 0 -73.026009 0 
288 -72.707924 0 -73.359276 0 -72.750275 0 -73.927101 0 -72.484848 0 -73.898247 0 -72.394653 0 -74.170593 0 -72.512817 0 -73.052017 0 -72.861122 0 
289 -72.557510 0 -73.179642 0 -72.597908 0 -73.723236 0 -72.344849 0 -73.695587 0 -72.258934 0 -73.956627 0 -72.371498 0 -72.885956 0 -72.703690 0 
290 -72.414093 0 -73.007904 0 -72.452599 0 -73.527946 0 -72.211494 0 -73.501472 0 -72.129723 0 -73.751526 0 -72.236877 0 -72.727386 0 -72.553467 0 
291 -72.277435 0 -72.843819 0 -72.314110 0 -73.341003 0 -72.084579 0 -73.315674 0 -72.006790 0 -73.555046 0 -72.108727 0 -72.576073 0 -72.410233 0 
292 -72.147324 0 -72.687164 0 -72.182236 0 -73.162170 0 -71.963860 0 -73.137947 0 -71.889931 0 -73.366936 0 -71.986824 0 -72.431778 0 -72.273766 0 
293 -72.023529 0 -72.537704 0 -72.056740 0 -72.991203 0 -71.849136 0 -72.968056 0 -71.778908 0 -73.186966 0 -71.870949 0 -72.294281 0 -72.143829 0 
294 -71.905838 0 -72.395210 0 -71.937393 0 -72.827873 0 -71.740181 0 -72.805771 0 -71.673523 0 -73.014908 0 -71.760887 0 -72.163361 0 -72.020203 0 
295 -71.794014 0 -72.259453 0 -71.823990 0 -72.471947 0 -71.436775 0 -72.450851 0 -71.373558 0 -72.850510 0 -71.456429 0 -71.838776 0 -71.702675 0 
296 -71.487862 0 -71.330208 0 -71.316307 0 -71.003769 0 -70.411011 0 -70.583481 0 -70.150589 0 -67.693550 0 -69.629799 0 -69.195839 0 -70.865433 0 
297 -67.669853 0 -62.122620 0 -67.368393 0 -55.085960 0 -69.101372 0 -56.387993 0 -68.903580 0 -52.152504 0 -67.570923 0 -57.802456 0 -67.897278 0 
298 -63.912361 0 -40.694637 0 -63.680836 0 -33.282883 0 -65.568939 0 -33.352486 0 -65.186401 0 -37.350868 0 -64.655151 0 -36.691525 0 -61.006969 0 
299 -53.079571 0 -6.910921 0 -44.950504 0 11.104132 0 -51.364494 0 2.174210 0 -44.531590 0 -7.271562 0 -44.562740 0 4.324395 0 -42.811840 0 
300 -44.071117 0 80.788742 1 -31.698326 0 160.903168 1 -40.081635 0 121.317680 1 -30.259682 0 83.169792 1 -29.545271 0 119.149750 1 -26.781063 0 
301 -31.948111 0 71.061218 1 -11.754107 0 51.011513 1 -28.971176 0 55.086357 1 -6.025110 0 57.086464 1 -6.109486 0 47.263222 1 2.891985 0 
302 -9.594139 0 1.755157 0 38.683937 1 1.488937 0 -7.975518 0 -0.248960 0 55.984222 1 9.082142 0 55.677017 1 27.969561 0 86.843765 1 
303 44.501785 1 116.240059 1 -67.965607 0 97.137604 1 49.598888 1 79.121368 1 -67.941109 0 115.400734 1 -67.971436 0 205.131470 1 -68.101143 0 
304 -68.023727 0 -70.004150 0 -70.385475 0 -70.234055 0 -68.031151 0 -70.178345 0 -70.343048 0 -70.242050 0 -70.395569 0 -70.176369 0 -70.619774 0 
305 -70.486031 0 -73.831841 0 -72.074738 0 -74.210091 0 -70.498871 0 -74.118629 0 -72.023674 0 -74.223213 0 -72.086884 0 -74.115387 0 -72.355682 0 
306 -72.195541 0 -76.026100 0 -73.081787 0 -76.436378 0 -72.210945 0 -76.337585 0 -73.029556 0 -76.450531 0 -73.094193 0 -76.334084 0 -73.367943 0 
307 -73.205078 0 -76.928429 0 -73.586708 0 -77.307503 0 -73.220772 0 -77.216537 0 -73.537148 0 -77.320511 0 -73.598480 0 -77.213310 0 -73.857376 0 
308 -73.703506 0 -77.124329 0 -73.776436 0 -77.464119 0 -73.718353 0 -77.382675 0 -73.730652 0 -77.475769 0 -73.787300 0 -77.379776 0 -74.026077 0 
309 -73.884239 0 -77.010025 0 -73.787216 0 -77.320107 0 -73.897934 0 -77.245743 0 -73.745041 0 -77.330742 0 -73.797226 0 -77.243095 0 -74.017105 0 
310 -73.886505 0 -76.774803 0 -73.702805 0 -77.064079 0 -73.899117 0 -76.994644 0 -73.663719 0 -77.074020 0 -73.712082 0 -76.992172 0 -73.915993 0 
311 -73.794853 0 -76.497414 0 -73.570496 0 -76.771332 0 -73.806549 0 -76.705528 0 -73.533981 0 -76.780754 0 -73.579163 0 -76.703186 0 -73.769829 0 
312 -73.656525 0 -76.209351 0 -73.415970 0 -76.470871 0 -73.667458 0 -76.407997 0 -73.381630 0 -76.479874 0 -73.424126 0 -76.405769 0 -73.603630 0 
313 -73.496925 0 -75.923149 0 -73.252968 0 -76.173866 0 -73.507217 0 -76.113564 0 -73.220505 0 -76.182503 0 -73.260674 0 -76.111427 0 -73.430511 0 
314 -73.329521 0 -75.643822 0 -73.088768 0 -75.884636 0 -73.339256 0 -75.826698 0 -73.057983 0 -75.892937 0 -73.096077 0 -75.824638 0 -73.257271 0 
315 -73.161400 0 -75.373337 0 -72.927223 0 -75.604797 0 -73.170639 0 -75.549095 0 -72.897964 0 -75.612778 0 -72.934174 0 -75.547112 0 -73.087463 0 
316 -72.996269 0 -75.112389 0 -72.770340 0 -75.334885 0 -73.005051 0 -75.281326 0 -72.742508 0 -75.342552 0 -72.776947 0 -75.279419 0 -72.922882 0 
317 -72.836044 0 -74.861160 0 -72.619125 0 -75.074982 0 -72.844406 0 -75.023499 0 -72.592636 0 -75.082359 0 -72.625420 0 -75.021675 0 -72.764404 0 
318 -72.681686 0 -74.619583 0 -72.474060 0 -74.825005 0 -72.689651 0 -74.775536 0 -72.448845 0 -74.832092 0 -72.480049 0 -74.773781 0 -72.612419 0 
319 -72.533623 0 -74.387520 0 -72.335297 0 -74.584755 0 -72.541214 0 -74.537247 0 -72.311302 0 -74.591560 0 -72.341003 0 -74.535561 0 -72.467041 0 
320 -72.392006 0 -74.164742 0 -72.202850 0 -74.354027 0 -72.399223 0 -74.308426 0 -72.180023 0 -74.360558 0 -72.208275 0 -74.306808 0 -72.328239 0 
321 -72.256805 0 -73.951050 0 -72.076622 0 -74.132584 0 -72.263687 0 -74.088844 0 -72.054909 0 -74.138855 0 -72.081779 0 -74.087288 0 -72.195908 0 
322 -72.127937 0 -73.746185 0 -71.956467 0 -73.920197 0 -72.134483 0 -73.878258 0 -71.935837 0 -73.926208 0 -71.961365 0 -73.876770 0 -72.069878 0 
323 -72.005249 0 -73.549934 0 -71.842209 0 -73.716621 0 -72.011467 0 -73.676437 0 -71.822617 0 -73.722382 0 -71.846870 0 -73.675011 0 -71.949974 0 
324 -71.888550 0 -73.362053 0 -71.733665 0 -73.521622 0 -71.894463 0 -73.483147 0 -71.715073 0 -73.527130 0 -71.738091 0 -73.481781 0 -71.835991 0 
325 -71.777664 0 -73.182297 0 -71.630638 0 -73.334953 0 -71.783272 0 -73.298134 0 -71.613007 0 -73.340225 0 -71.634834 0 -73.296829 0 -71.727730 0 
326 -71.672379 0 -73.010445 0 -71.532928 0 -73.156380 0 -71.677696 0 -73.121178 0 -71.516212 0 -73.161430 0 -71.536903 0 -73.119926 0 -71.624992 0 
327 -71.572495 0 -72.846252 0 -71.440323 0 -72.985672 0 -71.577538 0 -72.952034 0 -71.424492 0 -72.990494 0 -71.444092 0 -72.950836 0 -71.527557 0 
328 -71.477806 0 -72.689484 0 -71.352631 0 -72.822594 0 -71.482590 0 -72.790466 0 -71.337639 0 -72.827194 0 -71.356194 0 -72.789330 0 -71.435226 0 
329 -71.388115 0 -72.539917 0 -71.269646 0 -72.666908 0 -71.392639 0 -72.636253 0 -71.255470 0 -72.671303 0 -71.273018 0 -72.635162 0 -71.347801 0 
330 -71.303215 0 -72.397316 0 -71.191177 0 -72.518387 0 -71.307495 0 -72.489151 0 -71.177780 0 -72.522575 0 -71.194359 0 -72.488113 0 -71.265076 0 
331 -71.222908 0 -72.261459 0 -71.117027 0 -72.376801 0 -71.226959 0 -72.348946 0 -71.104378 0 -72.380791 0 -71.120041 0 -72.347954 0 -71.186852 0 
332 -71.147011 0 -72.132118 0 -71.047012 0 -72.241920 0 -71.150833 0 -72.215393 0 -71.035072 0 -72.245720 0 -71.049850 0 -72.214455 0 -71.112946 0 
333 -71.075317 0 -72.009064 0 -70.980942 0 -72.113518 0 -71.078926 0 -72.088280 0 -70.969681 0 -72.117142 0 -70.983627 0 -72.087387 0 -71.043152 0 
334 -71.007645 0 -71.892090 0 -70.918640 0 -71.991379 0 -71.011055 0 -71.967384 0 -70.908028 0 -71.994820 0 -70.921173 0 -71.966537 0 -70.977303 0 
335 -70.943817 0 -71.780960 0 -70.459930 0 -71.275284 0 -68.357033 0 -71.652481 0 -70.049927 0 -71.478554 0 -68.282310 0 -69.861671 0 -70.715210 0 
336 -67.693649 0 -63.705471 0 -62.965202 0 -58.832809 0 -62.657631 0 -59.667374 0 -59.689625 0 -52.594963 0 -57.616745 0 -59.657780 0 -62.573223 0 
337 -50.973206 0 -34.390121 0 -39.200180 0 -29.308971 0 -37.539959 0 -14.323124 0 -31.990398 0 -16.597891 0 -44.140640 0 -22.491144 0 -46.815704 0 
338 -23.985233 0 35.580925 1 -13.376811 0 30.507456 1 -14.127533 0 65.923279 1 -8.373783 0 56.324543 1 -20.881264 0 42.920879 1 -24.554604 0 
339 14.209230 0 -28.171940 0 44.558140 1 -27.038841 0 43.903564 1 -31.481771 0 59.651268 1 -45.862019 0 25.423229 0 -36.638832 0 9.359888 0 
340 144.947418 1 11.465529 0 -39.166325 0 36.587135 1 -41.000587 0 47.477158 1 -40.219883 0 22.952009 0 204.008774 1 37.694775 1 139.844345 1 
341 57.302158 1 208.451828 1 46.458370 1 126.488243 1 59.256855 1 104.583664 1 57.703804 1 247.146194 1 39.184010 1 86.409172 1 41.263653 1 
342 10.373052 0 54.040813 1 -27.054703 0 22.881828 0 -26.886450 0 1.168978 0 -24.535818 0 0.731589 0 -12.258191 0 18.931713 0 -7.355031 0 
343 118.698082 1 -44.023224 0 -1.619289 0 181.967697 1 0.757419 0 121.367279 1 28.419735 0 140.244781 1 91.957314 1 216.597824 1 119.252037 1 
344 -38.154987 0 1.736034 0 110.540581 1 -25.019659 0 120.787628 1 -16.980742 0 221.760605 1 -4.539824 0 -22.240276 0 -15.031962 0 -24.143641 0 
345 14.523371 0 141.159134 1 -24.074532 0 43.165684 1 -20.125860 0 46.714108 1 -50.159092 0 73.428482 1 25.126366 0 26.367968 0 12.352607 0 
346 154.131912 1 -64.842583 0 14.583494 0 -71.571320 0 10.953424 0 -67.540291 0 -50.129269 0 -69.150414 0 175.686172 1 180.606049 1 119.500771 1 
347 -69.031647 0 -68.483292 0 128.572723 1 -72.368294 0 113.965454 1 -71.445480 0 -51.979851 0 -72.308754 0 -69.164787 0 -71.839714 0 -69.017601 0 
348 -72.108955 0 -69.312263 0 -70.959831 0 -72.589638 0 -68.997299 0 -74.006210 0 -54.587704 0 -74.185768 0 -74.323456 0 -72.792839 0 -74.075241 0 
349 -75.947945 0 -73.715683 0 -75.390297 0 -76.458588 0 -74.040932 0 -77.260475 0 -58.062222 0 -77.010521 0 -77.332695 0 -77.083878 0 -77.068535 0 
350 -77.778046 0 -76.324516 0 -77.687302 0 -78.214767 0 -77.031868 0 -78.546280 0 -62.291935 0 -78.112831 0 -78.482018 0 -78.961777 0 -78.248940 0 
351 -78.310883 0 -77.408279 0 -78.442703 0 -78.670013 0 -78.216469 0 -78.777641 0 -66.799416 0 -78.306564 0 -78.665131 0 -79.387901 0 -78.463249 0 
352 -78.269707 0 -77.648567 0 -78.477188 0 -78.580414 0 -78.435112 0 -78.603905 0 -70.807442 0 -78.140800 0 -78.479774 0 -79.248955 0 -78.297890 0 
353 -78.021309 0 -77.529350 0 -78.247795 0 -78.304520 0 -78.272575 0 -78.298767 0 -73.658257 0 -77.852448 0 -78.174461 0 -78.934540 0 -78.004951 0 
354 -77.707001 0 -77.276581 0 -77.934013 0 -77.973122 0 -77.981384 0 -77.957474 0 -75.239868 0 -77.528168 0 -77.836205 0 -78.573990 0 -77.675240 0 
355 -77.376808 0 -76.979843 0 -77.598625 0 -77.630547 0 -77.652885 0 -77.611755 0 -75.899902 0 -77.198425 0 -77.494339 0 -78.207367 0 -77.340149 0 
356 -77.048256 0 -76.673096 0 -77.263184 0 -77.291748 0 -77.318748 0 -77.272217 0 -76.049614 0 -76.873978 0 -77.158813 0 -77.847122 0 -77.010559 0 
357 -76.727531 0 -76.369156 0 -76.935143 0 -76.961807 0 -76.989983 0 -76.942421 0 -75.958344 0 -76.558617 0 -76.833000 0 -77.497124 0 -76.690239 0 
358 -76.416779 0 -76.072884 0 -76.617050 0 -76.642395 0 -76.670433 0 -76.623474 0 -75.763351 0 -76.253624 0 -76.517975 0 -77.158516 0 -76.380447 0 
359 -76.116676 0 -75.786079 0 -76.309708 0 -76.333984 0 -76.361366 0 -76.315659 0 -75.527641 0 -75.959343 0 -76.213974 0 -76.831520 0 -76.081497 0 
360 -75.827324 0 -75.509346 0 -76.013268 0 -76.036583 0 -76.063126 0 -76.018890 0 -75.279182 0 -75.675758 0 -75.920944 0 -76.516052 0 -75.793373 0 
361 -75.548615 0 -75.242783 0 -75.727638 0 -75.750061 0 -75.775688 0 -75.733002 0 -75.030273 0 -75.402718 0 -75.638695 0 -76.211914 0 -75.515907 0 
362 -75.280365 0 -74.986305 0 -75.452621 0 -75.474190 0 -75.498886 0 -75.457764 0 -74.786354 0 -75.140015 0 -75.367012 0 -75.918861 0 -75.248886 0 
363 -75.022339 0 -74.739716 0 -75.187996 0 -75.208740 0 -75.232506 0 -75.192932 0 -74.549782 0 -74.887405 0 -75.105652 0 -75.636650 0 -74.992065 0 
364 -74.774300 0 -74.502815 0 -74.933525 0 -74.953461 0 -74.976318 0 -74.938263 0 -74.321548 0 -74.644646 0 -74.854362 0 -75.365028 0 -74.745201 0 
365 -74.536003 0 -74.275360 0 -74.688957 0 -74.708107 0 -74.730072 0 -74.693504 0 -74.101997 0 -74.411499 0 -74.612900 0 -75.103729 0 -74.508057 0 
366 -74.307205 0 -74.057114 0 -74.454041 0 -74.472427 0 -74.493530 0 -74.458412 0 -73.891174 0 -74.187714 0 -74.381020 0 -74.852516 0 -74.280380 0 
367 -74.087654 0 -73.847839 0 -74.228539 0 -74.246185 0 -74.266434 0 -74.232735 0 -73.688972 0 -73.973053 0 -74.158470 0 -74.611122 0 -74.061920 0 
368 -73.877113 0 -73.647293 0 -74.012199 0 -74.029129 0 -74.048546 0 -74.016220 0 -73.495232 0 -73.767265 0 -73.945007 0 -74.379311 0 -73.852448 0 
369 -73.675339 0 -73.455238 0 -73.804787 0 -73.821007 0 -73.839622 0 -73.808640 0 -73.309746 0 -73.570114 0 -73.740395 0 -74.156830 0 -73.651703 0 
370 -73.482086 0 -73.271439 0 -73.606056 0 -73.621590 0 -73.639427 0 -73.609741 0 -73.132309 0 -73.381363 0 -73.544380 0 -73.943436 0 -73.459457 0 
371 -73.297119 0 -73.095650 0 -73.415756 0 -73.430634 0 -73.447701 0 -73.419289 0 -72.962685 0 -73.200768 0 -73.356728 0 -73.738884 0 -73.275475 0 
372 -73.120209 0 -72.927643 0 -73.233665 0 -73.247894 0 -73.264229 0 -73.237045 0 -72.800644 0 -73.028091 0 -73.177208 0 -73.542938 0 -73.099510 0 
373 -72.951103 0 -72.767181 0 -73.059540 0 -73.073143 0 -73.088753 0 -73.062775 0 -72.645966 0 -72.863106 0 -73.005577 0 -73.355347 0 -72.931328 0 
374 -72.789581 0 -72.614037 0 -72.893143 0 -72.906136 0 -72.921059 0 -72.896233 0 -72.498421 0 -72.705574 0 -70.851601 0 -73.175888 0 -72.770699 0 
375 -70.645409 0 -70.277969 0 -70.544250 0 -70.546654 0 -64.870888 0 -70.737190 0 -64.337776 0 -68.575264 0 -57.849037 0 -64.854317 0 -67.037392 0 
376 -60.055923 0 -51.616032 0 -57.393211 0 -56.299351 0 -40.451328 0 -57.024399 0 -30.439772 0 -41.475933 0 -29.441698 0 -40.126350 0 -35.006645 0 
377 -28.331572 0 -18.207273 0 -20.441160 0 -21.214197 0 15.894442 0 -5.994340 0 38.233761 1 14.506018 0 34.479797 1 16.022526 0 14.734027 0 
378 39.660225 1 66.021538 1 40.463921 1 50.822788 1 174.793961 1 94.047722 1 -51.202499 0 161.509827 1 -49.971798 0 169.161057 1 156.141541 1 
379 -54.403534 0 -43.834915 0 -54.316692 0 -46.291878 0 -56.882759 0 -57.920727 0 -40.690201 0 -65.810776 0 -39.394886 0 -64.582214 0 -61.178589 0 
380 -33.779835 0 -24.713873 0 -13.663720 0 -19.369101 0 10.690689 0 15.851980 0 63.907555 1 10.028208 0 67.895554 1 6.191401 0 22.581173 0 
381 72.554398 1 76.669044 1 118.897713 1 109.143379 1 187.775650 1 214.035629 1 30.411888 1 179.400101 1 60.071560 1 174.505783 1 229.137039 1 
382 2.853064 0 -15.907945 0 -12.769228 0 10.826735 0 -26.782650 0 -8.953161 0 -17.101206 0 -24.598068 0 -39.774517 0 -18.631702 0 -30.072403 0 
383 108.242935 1 61.513397 1 54.539501 1 138.295334 1 14.242413 0 58.083614 1 25.414658 0 7.801896 0 -28.257355 0 35.358734 1 -3.510202 0 
384 -66.029579 0 -56.094006 0 -66.106956 0 -66.247604 0 131.540497 1 -68.301064 0 177.222763 1 102.260658 1 -9.584760 0 -70.413803 0 61.603493 1 
385 -68.758514 0 -60.274574 0 -70.898361 0 -71.142441 0 -70.617844 0 -72.864021 0 -70.941376 0 -70.489204 0 41.611080 1 -74.504349 0 -70.521820 0 
386 -72.780426 0 -65.052544 0 -74.362457 0 -74.640556 0 -74.836815 0 -75.754715 0 -75.360542 0 -74.627403 0 -70.797707 0 -76.752396 0 -74.680557 0 
387 -75.294174 0 -69.660278 0 -76.230865 0 -76.485588 0 -77.106140 0 -77.069901 0 -77.656303 0 -76.883743 0 -75.128494 0 -77.597137 0 -76.940315 0 
388 -76.458817 0 -73.217018 0 -76.943199 0 -77.159950 0 -77.919022 0 -77.439224 0 -78.414932 0 -77.716934 0 -77.413612 0 -77.723145 0 -77.768440 0 
389 -76.808159 0 -75.330902 0 -77.055084 0 -77.242470 0 -78.010506 0 -77.380737 0 -78.452454 0 -77.830147 0 -78.196861 0 -77.556786 0 -77.876129 0 
390 -76.771645 0 -76.268852 0 -76.909416 0 -77.267876 0 -77.819733 0 -77.155922 0 -78.225075 0 -77.654648 0 -78.258202 0 -77.665375 0 -77.696716 0 
391 -76.575317 0 -76.525879 0 -76.664536 0 -76.899208 0 -77.531746 0 -76.873070 0 -77.912628 0 -77.377007 0 -78.046761 0 -77.133659 0 -77.416420 0 
392 -76.318825 0 -76.462502 0 -76.385918 0 -76.565857 0 -77.215439 0 -76.574249 0 -77.578224 0 -77.068321 0 -77.744911 0 -76.733360 0 -77.105774 0 
393 -76.043503 0 -76.454666 0 -76.099831 0 -76.253365 0 -76.895767 0 -76.465683 0 -77.243607 0 -76.944901 0 -77.418358 0 -76.390617 0 -76.790749 0 
394 -75.766319 0 -76.100082 0 -75.816818 0 -75.955940 0 -76.581825 0 -76.258224 0 -76.916306 0 -76.527435 0 -77.090248 0 -76.077797 0 -76.480934 0 
395 -75.494217 0 -75.787880 0 -75.541107 0 -75.671066 0 -76.276924 0 -75.824547 0 -76.598907 0 -76.181442 0 -76.768791 0 -75.783813 0 -76.179855 0 
396 -75.230057 0 -75.499969 0 -75.274353 0 -75.397552 0 -75.982193 0 -75.483131 0 -76.292229 0 -75.871330 0 -76.456863 0 -75.503975 0 -75.888771 0 
397 -74.974945 0 -75.228561 0 -75.017136 0 -75.134735 0 -75.697945 0 -75.188004 0 -75.996437 0 -75.582672 0 -76.155426 0 -76.226128 0 -75.608040 0 
398 -74.729233 0 -74.970139 0 -74.769585 0 -74.882179 0 -75.424149 0 -74.919434 0 -75.711433 0 -75.309273 0 -75.864700 0 -75.445229 0 -75.337662 0 
399 -74.492958 0 -74.722961 0 -74.531616 0 -74.639557 0 -75.160660 0 -74.668480 0 -75.437027 0 -75.048302 0 -75.584625 0 -74.956642 0 -75.077499 0 
400 -74.266014 0 -74.486115 0 -74.303062 0 -74.406570 0 -74.907272 0 -74.430893 0 -75.173004 0 -74.798355 0 -75.315018 0 -74.602150 0 -74.827339 0 
401 -74.048203 0 -74.259018 0 -74.083717 0 -74.182968 0 -74.663742 0 -74.204529 0 -74.919106 0 -74.558662 0 -75.055672 0 -74.315804 0 -74.586960 0 
402 -73.839333 0 -74.041275 0 -73.873360 0 -73.968491 0 -74.429840 0 -73.988243 0 -74.675102 0 -75.318726 0 -74.806335 0 -74.067528 0 -74.356125 0 
403 -73.639160 0 -73.832573 0 -73.671753 0 -73.762894 0 -74.205315 0 -73.781326 0 -74.440742 0 -74.610161 0 -74.566772 0 -73.842834 0 -74.134590 0 
404 -73.447464 0 -73.632622 0 -73.478661 0 -73.565926 0 -73.989937 0 -73.583313 0 -74.215775 0 -74.155640 0 -74.336739 0 -73.634430 0 -73.922112 0 
405 -73.264000 0 -73.441170 0 -73.293846 0 -73.377350 0 -73.783447 0 -73.393845 0 -73.999962 0 -73.826431 0 -74.115982 0 -73.438515 0 -73.718452 0 
406 -73.088539 0 -73.257965 0 -73.117073 0 -73.196922 0 -73.585609 0 -73.212624 0 -73.793053 0 -73.564613 0 -73.904274 0 -73.252983 0 -73.523369 0 
407 -72.920853 0 -73.082764 0 -72.948112 0 -73.024422 0 -73.396194 0 -73.039375 0 -73.594818 0 -73.341965 0 -73.701363 0 -73.076622 0 -73.336624 0 
408 -72.760696 0 -72.915321 0 -72.786728 0 -72.859596 0 -73.214951 0 -72.873856 0 -73.405006 0 -73.144005 0 -73.507004 0 -72.908676 0 -73.157982 0 
409 -72.607849 0 -72.755417 0 -72.632683 0 -72.702225 0 -73.041649 0 -72.715820 0 -73.223381 0 -72.962997 0 -73.320961 0 -72.748619 0 -72.987198 0 
410 -72.462074 0 -72.602806 0 -72.485748 0 -72.552071 0 -72.876060 0 -72.565025 0 -73.049706 0 -72.794685 0 -73.143005 0 -72.596054 0 -72.824051 0 
411 -72.323143 0 -72.457268 0 -72.345703 0 -72.408897 0 -72.717934 0 -72.421242 0 -72.883751 0 -72.636627 0 -72.972893 0 -72.450668 0 -72.668297 0 
412 -72.190826 0 -72.318558 0 -72.212311 0 -72.272491 0 -72.567055 0 -72.284248 0 -72.725281 0 -72.487350 0 -72.810387 0 -72.312180 0 -72.519714 0 
413 -72.064911 0 -72.186470 0 -72.085342 0 -72.142616 0 -72.423180 0 -72.153801 0 -72.574059 0 -72.345940 0 -72.655258 0 -72.180336 0 -72.378059 0 
414 -71.945168 0 -72.060760 0 -71.964592 0 -72.019051 0 -72.286095 0 -72.029686 0 -72.429863 0 -72.211754 0 -72.507271 0 -72.054893 0 -72.243126 0 
415 -71.831375 0 -71.341225 0 -71.849831 0 -69.311577 0 -70.155563 0 -71.511688 0 -72.292458 0 -71.884346 0 -72.366211 0 -71.935623 0 -68.134666 0 
416 -63.763317 0 -61.487015 0 -61.770836 0 -45.159809 0 -53.093811 0 -43.056957 0 -46.641617 0 -40.189224 0 -54.521835 0 -54.922295 0 -59.536320 0 
417 -35.480251 0 -18.831718 0 -24.154625 0 13.500763 0 -27.183136 0 3.178479 0 -17.364296 0 6.608976 0 -39.095078 0 -21.094360 0 -35.456535 0 
418 -2.585262 0 68.644379 1 21.551130 0 158.461212 1 17.888292 0 123.306824 1 53.461979 1 140.481323 1 -6.070859 0 56.843567 1 7.291281 0 
419 95.315376 1 -38.436756 0 182.916992 1 -40.244026 0 169.077530 1 -30.445303 0 -54.001373 0 -38.893021 0 67.622314 1 -32.052361 0 120.746071 1 
420 -22.165457 0 62.545120 1 12.816298 0 92.448212 1 42.070309 1 111.946732 1 76.678352 1 71.540901 1 36.183907 1 93.585075 1 27.854208 0 
421 122.803368 1 120.212959 1 230.849686 1 136.057861 1 32.496292 1 165.762848 1 34.873192 1 201.504944 1 28.523212 0 169.696960 1 272.840851 1 
422 6.610328 0 -2.023687 0 -14.684472 0 -19.088533 0 -40.472023 0 -24.863300 0 -57.959469 0 -15.519808 0 207.881271 1 5.662610 0 -28.194473 0 
423 100.115883 1 88.403000 1 28.695274 0 33.716469 1 -35.719303 0 8.616486 0 -62.240131 0 25.777143 0 -70.229996 0 104.472916 1 -7.051341 0 
424 -70.123032 0 -64.681084 0 190.574097 1 -70.751610 0 -26.283407 0 108.905540 1 -66.813576 0 182.701553 1 -74.203430 0 -58.768959 0 50.009418 1 
425 -74.027702 0 -68.173973 0 -70.654831 0 -73.063858 0 -4.941030 0 -70.933769 0 -70.882545 0 -69.096680 0 -76.429192 0 -62.152554 0 -70.454796 0 
426 -76.239113 0 -72.912064 0 -74.896889 0 -76.265274 0 56.398903 1 -75.348282 0 -73.768440 0 -74.208702 0 -77.300888 0 -65.641953 0 -74.571274 0 
